Currency,Units per USD,USD per unit,Date
AUD,1.505,0.665,2023-05-20
CAD,1.349,0.741,2023-05-20
SGD,1.344,0.744,2023-05-20
CHF,0.9,1.111,2023-05-20
CNY,7.012,0.143,2023-05-20
NZD,1.592,0.628,2023-05-20
HKD,7.816,0.128,2023-05-20
MXN,17.765,0.056,2023-05-20
PHP,55.647,0.018,2023-05-20
PLN,4.198,0.238,2023-05-20
PEN,3.697,0.27,2023-05-20
EUR,0.924,1.082,2023-05-21
GBP,0.803,1.245,2023-05-21
INR,82.836,0.012,2023-05-21
AUD,1.505,0.665,2023-05-21
CAD,1.35,0.741,2023-05-21
SGD,1.345,0.744,2023-05-21
CHF,0.9,1.111,2023-05-21
CNY,7.021,0.142,2023-05-21
NZD,1.591,0.629,2023-05-21
HKD,7.816,0.128,2023-05-21
MXN,17.712,0.056,2023-05-21
PHP,55.647,0.018,2023-05-21
PLN,4.2,0.238,2023-05-21
PEN,3.698,0.27,2023-05-21
EUR,0.925,1.081,2023-05-22
GBP,0.805,1.242,2023-05-22
INR,82.86,0.012,2023-05-22
AUD,1.505,0.664,2023-05-22
CAD,1.351,0.74,2023-05-22
SGD,1.347,0.743,2023-05-22
CHF,0.899,1.112,2023-05-22
CNY,7.035,0.142,2023-05-22
NZD,1.594,0.627,2023-05-22
HKD,7.829,0.128,2023-05-22
MXN,17.842,0.056,2023-05-22
PHP,55.719,0.018,2023-05-22
PLN,4.164,0.24,2023-05-22
PEN,3.692,0.271,2023-05-22
EUR,0.928,1.077,2023-05-23
GBP,0.805,1.242,2023-05-23
INR,82.86,0.012,2023-05-23
AUD,1.51,0.662,2023-05-23
CAD,1.349,0.741,2023-05-23
SGD,1.347,0.742,2023-05-23
CHF,0.901,1.109,2023-05-23
CNY,7.05,0.142,2023-05-23
NZD,1.598,0.626,2023-05-23
HKD,7.836,0.128,2023-05-23
MXN,17.968,0.056,2023-05-23
PHP,55.732,0.018,2023-05-23
PLN,4.165,0.24,2023-05-23
PEN,3.693,0.271,2023-05-23
EUR,0.93,1.076,2023-05-24
GBP,0.809,1.237,2023-05-24
INR,82.672,0.012,2023-05-24
AUD,1.529,0.654,2023-05-24
CAD,1.359,0.736,2023-05-24
SGD,1.35,0.741,2023-05-24
CHF,0.906,1.104,2023-05-24
CNY,7.058,0.142,2023-05-24
NZD,1.638,0.611,2023-05-24
HKD,7.83,0.128,2023-05-24
MXN,17.821,0.056,2023-05-24
PHP,55.74,0.018,2023-05-24
PLN,4.188,0.239,2023-05-24
PEN,3.682,0.272,2023-05-24
EUR,0.933,1.072,2023-05-25
GBP,0.812,1.232,2023-05-25
INR,82.765,0.012,2023-05-25
AUD,1.538,0.65,2023-05-25
CAD,1.364,0.733,2023-05-25
SGD,1.355,0.738,2023-05-25
CHF,0.906,1.104,2023-05-25
CNY,7.078,0.141,2023-05-25
NZD,1.653,0.605,2023-05-25
HKD,7.835,0.128,2023-05-25
MXN,17.841,0.056,2023-05-25
PHP,56.058,0.018,2023-05-25
PLN,4.201,0.238,2023-05-25
PEN,3.693,0.271,2023-05-25
EUR,0.933,1.071,2023-05-26
GBP,0.81,1.234,2023-05-26
INR,82.591,0.012,2023-05-26
AUD,1.536,0.651,2023-05-26
CAD,1.363,0.734,2023-05-26
SGD,1.353,0.739,2023-05-26
CHF,0.906,1.104,2023-05-26
CNY,7.065,0.142,2023-05-26
NZD,1.655,0.604,2023-05-26
HKD,7.833,0.128,2023-05-26
MXN,17.67,0.057,2023-05-26
PHP,55.841,0.018,2023-05-26
PLN,4.226,0.237,2023-05-26
PEN,3.667,0.273,2023-05-26
EUR,0.932,1.073,2023-05-27
GBP,0.81,1.235,2023-05-27
INR,82.577,0.012,2023-05-27
AUD,1.534,0.652,2023-05-27
CAD,1.361,0.734,2023-05-27
SGD,1.351,0.74,2023-05-27
CHF,0.905,1.105,2023-05-27
CNY,7.066,0.142,2023-05-27
NZD,1.653,0.605,2023-05-27
HKD,7.833,0.128,2023-05-27
MXN,17.638,0.057,2023-05-27
PHP,55.903,0.018,2023-05-27
PLN,4.223,0.237,2023-05-27
PEN,3.677,0.272,2023-05-27
EUR,0.932,1.073,2023-05-28
GBP,0.81,1.235,2023-05-28
INR,82.577,0.012,2023-05-28
AUD,1.534,0.652,2023-05-28
CAD,1.361,0.735,2023-05-28
SGD,1.352,0.74,2023-05-28
CHF,0.906,1.103,2023-05-28
CNY,7.064,0.142,2023-05-28
NZD,1.653,0.605,2023-05-28
HKD,7.833,0.128,2023-05-28
MXN,17.665,0.057,2023-05-28
PHP,55.904,0.018,2023-05-28
PLN,4.223,0.237,2023-05-28
PEN,3.677,0.272,2023-05-28
EUR,0.933,1.071,2023-05-29
GBP,0.809,1.236,2023-05-29
INR,82.598,0.012,2023-05-29
AUD,1.529,0.654,2023-05-29
CAD,1.359,0.736,2023-05-29
SGD,1.354,0.739,2023-05-29
CHF,0.904,1.107,2023-05-29
CNY,7.072,0.141,2023-05-29
NZD,1.651,0.606,2023-05-29
HKD,7.828,0.128,2023-05-29
MXN,17.56,0.057,2023-05-29
PHP,56.077,0.018,2023-05-29
PLN,4.22,0.237,2023-05-29
PEN,3.674,0.272,2023-05-29
EUR,0.933,1.072,2023-05-30
GBP,0.806,1.24,2023-05-30
INR,82.689,0.012,2023-05-30
AUD,1.536,0.651,2023-05-30
CAD,1.36,0.735,2023-05-30
SGD,1.352,0.74,2023-05-30
CHF,0.905,1.105,2023-05-30
CNY,7.081,0.141,2023-05-30
NZD,1.655,0.604,2023-05-30
HKD,7.834,0.128,2023-05-30
MXN,17.679,0.057,2023-05-30
PHP,56.324,0.018,2023-05-30
PLN,4.234,0.236,2023-05-30
PEN,3.672,0.272,2023-05-30
EUR,0.939,1.065,2023-05-31
GBP,0.807,1.239,2023-05-31
INR,82.701,0.012,2023-05-31
AUD,1.545,0.647,2023-05-31
CAD,1.359,0.736,2023-05-31
SGD,1.355,0.738,2023-05-31
CHF,0.913,1.095,2023-05-31
CNY,7.111,0.141,2023-05-31
NZD,1.668,0.599,2023-05-31
HKD,7.831,0.128,2023-05-31
MXN,17.753,0.056,2023-05-31
PHP,56.349,0.018,2023-05-31
PLN,4.252,0.235,2023-05-31
PEN,3.682,0.272,2023-05-31
EUR,0.93,1.075,2023-06-01
GBP,0.798,1.254,2023-06-01
INR,82.32,0.012,2023-06-01
AUD,1.521,0.658,2023-06-01
CAD,1.344,0.744,2023-06-01
SGD,1.347,0.742,2023-06-01
CHF,0.908,1.102,2023-06-01
CNY,7.095,0.141,2023-06-01
NZD,1.646,0.607,2023-06-01
HKD,7.832,0.128,2023-06-01
MXN,17.552,0.057,2023-06-01
PHP,56.051,0.018,2023-06-01
PLN,4.207,0.238,2023-06-01
PEN,3.678,0.272,2023-06-01
EUR,0.933,1.072,2023-06-02
GBP,0.802,1.247,2023-06-02
INR,82.358,0.012,2023-06-02
AUD,1.512,0.661,2023-06-02
CAD,1.344,0.744,2023-06-02
SGD,1.349,0.742,2023-06-02
CHF,0.908,1.102,2023-06-02
CNY,7.084,0.141,2023-06-02
NZD,1.648,0.607,2023-06-02
HKD,7.837,0.128,2023-06-02
MXN,17.502,0.057,2023-06-02
PHP,55.995,0.018,2023-06-02
PLN,4.191,0.239,2023-06-02
PEN,3.687,0.271,2023-06-02
EUR,0.933,1.072,2023-06-03
GBP,0.803,1.245,2023-06-03
INR,82.405,0.012,2023-06-03
AUD,1.512,0.662,2023-06-03
CAD,1.342,0.745,2023-06-03
SGD,1.35,0.741,2023-06-03
CHF,0.909,1.1,2023-06-03
CNY,7.084,0.141,2023-06-03
NZD,1.649,0.606,2023-06-03
HKD,7.838,0.128,2023-06-03
MXN,17.546,0.057,2023-06-03
PHP,56.023,0.018,2023-06-03
PLN,4.192,0.239,2023-06-03
PEN,3.687,0.271,2023-06-03
EUR,0.933,1.071,2023-06-04
GBP,0.803,1.245,2023-06-04
INR,82.404,0.012,2023-06-04
AUD,1.513,0.661,2023-06-04
CAD,1.342,0.745,2023-06-04
SGD,1.35,0.741,2023-06-04
CHF,0.909,1.1,2023-06-04
CNY,7.084,0.141,2023-06-04
NZD,1.649,0.606,2023-06-04
HKD,7.838,0.128,2023-06-04
MXN,17.543,0.057,2023-06-04
PHP,56.023,0.018,2023-06-04
PLN,4.191,0.239,2023-06-04
PEN,3.687,0.271,2023-06-04
EUR,0.933,1.072,2023-06-05
GBP,0.804,1.244,2023-06-05
INR,82.548,0.012,2023-06-05
AUD,1.51,0.662,2023-06-05
CAD,1.342,0.745,2023-06-05
SGD,1.349,0.741,2023-06-05
CHF,0.906,1.104,2023-06-05
CNY,7.104,0.141,2023-06-05
NZD,1.645,0.608,2023-06-05
HKD,7.838,0.128,2023-06-05
MXN,17.472,0.057,2023-06-05
PHP,56.201,0.018,2023-06-05
PLN,4.174,0.24,2023-06-05
PEN,3.673,0.272,2023-06-05
EUR,0.935,1.069,2023-06-06
GBP,0.805,1.242,2023-06-06
INR,82.538,0.012,2023-06-06
AUD,1.498,0.667,2023-06-06
CAD,1.341,0.746,2023-06-06
SGD,1.348,0.742,2023-06-06
CHF,0.908,1.102,2023-06-06
CNY,7.12,0.14,2023-06-06
NZD,1.645,0.608,2023-06-06
HKD,7.843,0.127,2023-06-06
MXN,17.418,0.057,2023-06-06
PHP,56.151,0.018,2023-06-06
PLN,4.187,0.239,2023-06-06
PEN,3.682,0.272,2023-06-06
EUR,0.935,1.07,2023-06-07
GBP,0.803,1.245,2023-06-07
INR,82.564,0.012,2023-06-07
AUD,1.502,0.666,2023-06-07
CAD,1.337,0.748,2023-06-07
SGD,1.349,0.741,2023-06-07
CHF,0.909,1.1,2023-06-07
CNY,7.129,0.14,2023-06-07
NZD,1.653,0.605,2023-06-07
HKD,7.842,0.128,2023-06-07
MXN,17.347,0.058,2023-06-07
PHP,56.039,0.018,2023-06-07
PLN,4.192,0.239,2023-06-07
PEN,3.671,0.272,2023-06-07
EUR,0.928,1.078,2023-06-08
GBP,0.797,1.255,2023-06-08
INR,82.519,0.012,2023-06-08
AUD,1.491,0.671,2023-06-08
CAD,1.338,0.747,2023-06-08
SGD,1.343,0.744,2023-06-08
CHF,0.9,1.111,2023-06-08
CNY,7.111,0.141,2023-06-08
NZD,1.641,0.609,2023-06-08
HKD,7.836,0.128,2023-06-08
MXN,17.418,0.057,2023-06-08
PHP,56.013,0.018,2023-06-08
PLN,4.156,0.241,2023-06-08
PEN,3.655,0.274,2023-06-08
EUR,0.93,1.075,2023-06-09
GBP,0.795,1.258,2023-06-09
INR,82.438,0.012,2023-06-09
AUD,1.484,0.674,2023-06-09
CAD,1.334,0.749,2023-06-09
SGD,1.344,0.744,2023-06-09
CHF,0.903,1.108,2023-06-09
CNY,7.128,0.14,2023-06-09
NZD,1.632,0.613,2023-06-09
HKD,7.838,0.128,2023-06-09
MXN,17.293,0.058,2023-06-09
PHP,56.094,0.018,2023-06-09
PLN,4.127,0.242,2023-06-09
PEN,3.643,0.274,2023-06-09
EUR,0.93,1.075,2023-06-10
GBP,0.795,1.257,2023-06-10
INR,82.47,0.012,2023-06-10
AUD,1.484,0.674,2023-06-10
CAD,1.336,0.748,2023-06-10
SGD,1.344,0.744,2023-06-10
CHF,0.903,1.107,2023-06-10
CNY,7.128,0.14,2023-06-10
NZD,1.631,0.613,2023-06-10
HKD,7.839,0.128,2023-06-10
MXN,17.281,0.058,2023-06-10
PHP,56.049,0.018,2023-06-10
PLN,4.131,0.242,2023-06-10
PEN,3.649,0.274,2023-06-10
EUR,0.931,1.075,2023-06-11
GBP,0.796,1.257,2023-06-11
INR,82.476,0.012,2023-06-11
AUD,1.487,0.673,2023-06-11
CAD,1.335,0.749,2023-06-11
SGD,1.344,0.744,2023-06-11
CHF,0.903,1.107,2023-06-11
CNY,7.127,0.14,2023-06-11
NZD,1.632,0.613,2023-06-11
HKD,7.839,0.128,2023-06-11
MXN,17.288,0.058,2023-06-11
PHP,56.05,0.018,2023-06-11
PLN,4.132,0.242,2023-06-11
PEN,3.649,0.274,2023-06-11
EUR,0.931,1.075,2023-06-12
GBP,0.801,1.249,2023-06-12
INR,82.451,0.012,2023-06-12
AUD,1.482,0.675,2023-06-12
CAD,1.338,0.747,2023-06-12
SGD,1.344,0.744,2023-06-12
CHF,0.91,1.099,2023-06-12
CNY,7.147,0.14,2023-06-12
NZD,1.636,0.611,2023-06-12
HKD,7.834,0.128,2023-06-12
MXN,17.314,0.058,2023-06-12
PHP,56.08,0.018,2023-06-12
PLN,4.136,0.242,2023-06-12
PEN,3.658,0.273,2023-06-12
EUR,0.927,1.079,2023-06-13
GBP,0.793,1.261,2023-06-13
INR,82.274,0.012,2023-06-13
AUD,1.476,0.677,2023-06-13
CAD,1.33,0.752,2023-06-13
SGD,1.342,0.745,2023-06-13
CHF,0.906,1.104,2023-06-13
CNY,7.158,0.14,2023-06-13
NZD,1.627,0.615,2023-06-13
HKD,7.834,0.128,2023-06-13
MXN,17.22,0.058,2023-06-13
PHP,55.844,0.018,2023-06-13
PLN,4.15,0.241,2023-06-13
PEN,3.64,0.275,2023-06-13
EUR,0.921,1.086,2023-06-14
GBP,0.788,1.269,2023-06-14
INR,81.944,0.012,2023-06-14
AUD,1.464,0.683,2023-06-14
CAD,1.329,0.753,2023-06-14
SGD,1.338,0.747,2023-06-14
CHF,0.897,1.114,2023-06-14
CNY,7.148,0.14,2023-06-14
NZD,1.604,0.623,2023-06-14
HKD,7.831,0.128,2023-06-14
MXN,17.118,0.058,2023-06-14
PHP,55.909,0.018,2023-06-14
PLN,4.096,0.244,2023-06-14
PEN,3.648,0.274,2023-06-14
EUR,0.915,1.093,2023-06-15
GBP,0.784,1.276,2023-06-15
INR,81.965,0.012,2023-06-15
AUD,1.456,0.687,2023-06-15
CAD,1.324,0.755,2023-06-15
SGD,1.337,0.748,2023-06-15
CHF,0.893,1.12,2023-06-15
CNY,7.132,0.14,2023-06-15
NZD,1.606,0.623,2023-06-15
HKD,7.822,0.128,2023-06-15
MXN,17.181,0.058,2023-06-15
PHP,55.787,0.018,2023-06-15
PLN,4.078,0.245,2023-06-15
PEN,3.656,0.274,2023-06-15
EUR,0.915,1.092,2023-06-16
GBP,0.78,1.281,2023-06-16
INR,81.936,0.012,2023-06-16
AUD,1.457,0.686,2023-06-16
CAD,1.32,0.758,2023-06-16
SGD,1.338,0.747,2023-06-16
CHF,0.894,1.118,2023-06-16
CNY,7.126,0.14,2023-06-16
NZD,1.607,0.622,2023-06-16
HKD,7.822,0.128,2023-06-16
MXN,17.083,0.059,2023-06-16
PHP,55.776,0.018,2023-06-16
PLN,4.089,0.245,2023-06-16
PEN,3.635,0.275,2023-06-16
EUR,0.912,1.096,2023-06-17
GBP,0.78,1.282,2023-06-17
INR,81.922,0.012,2023-06-17
AUD,1.455,0.687,2023-06-17
CAD,1.322,0.757,2023-06-17
SGD,1.34,0.747,2023-06-17
CHF,0.894,1.119,2023-06-17
CNY,7.127,0.14,2023-06-17
NZD,1.603,0.624,2023-06-17
HKD,7.821,0.128,2023-06-17
MXN,17.08,0.059,2023-06-17
PHP,55.711,0.018,2023-06-17
PLN,4.082,0.245,2023-06-17
PEN,3.605,0.277,2023-06-17
EUR,0.914,1.095,2023-06-18
GBP,0.78,1.282,2023-06-18
INR,81.907,0.012,2023-06-18
AUD,1.453,0.688,2023-06-18
CAD,1.32,0.758,2023-06-18
SGD,1.34,0.746,2023-06-18
CHF,0.894,1.119,2023-06-18
CNY,7.126,0.14,2023-06-18
NZD,1.604,0.624,2023-06-18
HKD,7.82,0.128,2023-06-18
MXN,17.075,0.059,2023-06-18
PHP,55.705,0.018,2023-06-18
PLN,4.08,0.245,2023-06-18
PEN,3.603,0.278,2023-06-18
EUR,0.916,1.092,2023-06-19
GBP,0.782,1.279,2023-06-19
INR,81.917,0.012,2023-06-19
AUD,1.46,0.685,2023-06-19
CAD,1.321,0.757,2023-06-19
SGD,1.341,0.746,2023-06-19
CHF,0.896,1.116,2023-06-19
CNY,7.161,0.14,2023-06-19
NZD,1.612,0.62,2023-06-19
HKD,7.816,0.128,2023-06-19
MXN,17.1,0.058,2023-06-19
PHP,55.704,0.018,2023-06-19
PLN,4.072,0.246,2023-06-19
PEN,3.627,0.276,2023-06-19
EUR,0.917,1.09,2023-06-20
GBP,0.785,1.273,2023-06-20
INR,82.012,0.012,2023-06-20
AUD,1.477,0.677,2023-06-20
CAD,1.325,0.755,2023-06-20
SGD,1.344,0.744,2023-06-20
CHF,0.899,1.112,2023-06-20
CNY,7.181,0.139,2023-06-20
NZD,1.626,0.615,2023-06-20
HKD,7.826,0.128,2023-06-20
MXN,17.192,0.058,2023-06-20
PHP,55.641,0.018,2023-06-20
PLN,4.08,0.245,2023-06-20
PEN,3.646,0.274,2023-06-20
EUR,0.913,1.095,2023-06-21
GBP,0.785,1.273,2023-06-21
INR,81.985,0.012,2023-06-21
AUD,1.475,0.678,2023-06-21
CAD,1.318,0.759,2023-06-21
SGD,1.343,0.745,2023-06-21
CHF,0.895,1.117,2023-06-21
CNY,7.179,0.139,2023-06-21
NZD,1.616,0.619,2023-06-21
HKD,7.828,0.128,2023-06-21
MXN,17.165,0.058,2023-06-21
PHP,55.609,0.018,2023-06-21
PLN,4.05,0.247,2023-06-21
PEN,3.639,0.275,2023-06-21
EUR,0.913,1.095,2023-06-22
GBP,0.784,1.275,2023-06-22
INR,81.941,0.012,2023-06-22
AUD,1.481,0.675,2023-06-22
CAD,1.316,0.76,2023-06-22
SGD,1.344,0.744,2023-06-22
CHF,0.897,1.115,2023-06-22
CNY,7.18,0.139,2023-06-22
NZD,1.616,0.619,2023-06-22
HKD,7.831,0.128,2023-06-22
MXN,17.154,0.058,2023-06-22
PHP,55.6,0.018,2023-06-22
PLN,4.046,0.247,2023-06-22
PEN,3.637,0.275,2023-06-22
EUR,0.918,1.089,2023-06-23
GBP,0.787,1.27,2023-06-23
INR,82.007,0.012,2023-06-23
AUD,1.496,0.669,2023-06-23
CAD,1.32,0.758,2023-06-23
SGD,1.353,0.739,2023-06-23
CHF,0.898,1.114,2023-06-23
CNY,7.179,0.139,2023-06-23
NZD,1.627,0.615,2023-06-23
HKD,7.831,0.128,2023-06-23
MXN,17.177,0.058,2023-06-23
PHP,55.756,0.018,2023-06-23
PLN,4.076,0.245,2023-06-23
PEN,3.631,0.275,2023-06-23
EUR,0.916,1.092,2023-06-24
GBP,0.787,1.271,2023-06-24
INR,82.003,0.012,2023-06-24
AUD,1.497,0.668,2023-06-24
CAD,1.32,0.758,2023-06-24
SGD,1.351,0.74,2023-06-24
CHF,0.897,1.115,2023-06-24
CNY,7.179,0.139,2023-06-24
NZD,1.628,0.614,2023-06-24
HKD,7.83,0.128,2023-06-24
MXN,17.169,0.058,2023-06-24
PHP,55.744,0.018,2023-06-24
PLN,4.074,0.245,2023-06-24
PEN,3.617,0.276,2023-06-24
EUR,0.919,1.088,2023-06-25
GBP,0.787,1.271,2023-06-25
INR,82.019,0.012,2023-06-25
AUD,1.498,0.668,2023-06-25
CAD,1.318,0.759,2023-06-25
SGD,1.352,0.74,2023-06-25
CHF,0.897,1.115,2023-06-25
CNY,7.178,0.139,2023-06-25
NZD,1.628,0.614,2023-06-25
HKD,7.83,0.128,2023-06-25
MXN,17.173,0.058,2023-06-25
PHP,55.746,0.018,2023-06-25
PLN,4.074,0.245,2023-06-25
PEN,3.617,0.276,2023-06-25
EUR,0.917,1.091,2023-06-26
GBP,0.786,1.272,2023-06-26
INR,82.024,0.012,2023-06-26
AUD,1.497,0.668,2023-06-26
CAD,1.315,0.761,2023-06-26
SGD,1.353,0.739,2023-06-26
CHF,0.895,1.118,2023-06-26
CNY,7.238,0.138,2023-06-26
NZD,1.621,0.617,2023-06-26
HKD,7.83,0.128,2023-06-26
MXN,17.141,0.058,2023-06-26
PHP,55.726,0.018,2023-06-26
PLN,4.069,0.246,2023-06-26
PEN,3.638,0.275,2023-06-26
EUR,0.912,1.096,2023-06-27
GBP,0.784,1.275,2023-06-27
INR,81.995,0.012,2023-06-27
AUD,1.496,0.668,2023-06-27
CAD,1.318,0.759,2023-06-27
SGD,1.349,0.741,2023-06-27
CHF,0.894,1.118,2023-06-27
CNY,7.22,0.139,2023-06-27
NZD,1.622,0.617,2023-06-27
HKD,7.834,0.128,2023-06-27
MXN,17.088,0.059,2023-06-27
PHP,55.122,0.018,2023-06-27
PLN,4.059,0.246,2023-06-27
PEN,3.639,0.275,2023-06-27
EUR,0.917,1.09,2023-06-28
GBP,0.791,1.263,2023-06-28
INR,82.022,0.012,2023-06-28
AUD,1.511,0.662,2023-06-28
CAD,1.325,0.755,2023-06-28
SGD,1.353,0.739,2023-06-28
CHF,0.898,1.114,2023-06-28
CNY,7.245,0.138,2023-06-28
NZD,1.643,0.609,2023-06-28
HKD,7.833,0.128,2023-06-28
MXN,17.079,0.059,2023-06-28
PHP,55.286,0.018,2023-06-28
PLN,4.109,0.243,2023-06-28
PEN,3.629,0.276,2023-06-28
EUR,0.919,1.088,2023-06-29
GBP,0.793,1.262,2023-06-29
INR,82.078,0.012,2023-06-29
AUD,1.508,0.663,2023-06-29
CAD,1.325,0.755,2023-06-29
SGD,1.355,0.738,2023-06-29
CHF,0.898,1.113,2023-06-29
CNY,7.252,0.138,2023-06-29
NZD,1.647,0.607,2023-06-29
HKD,7.839,0.128,2023-06-29
MXN,17.104,0.058,2023-06-29
PHP,55.408,0.018,2023-06-29
PLN,4.085,0.245,2023-06-29
PEN,3.633,0.275,2023-06-29
EUR,0.916,1.092,2023-06-30
GBP,0.787,1.271,2023-06-30
INR,82.062,0.012,2023-06-30
AUD,1.501,0.666,2023-06-30
CAD,1.324,0.755,2023-06-30
SGD,1.353,0.739,2023-06-30
CHF,0.895,1.118,2023-06-30
CNY,7.254,0.138,2023-06-30
NZD,1.631,0.613,2023-06-30
HKD,7.837,0.128,2023-06-30
MXN,17.148,0.058,2023-06-30
PHP,55.286,0.018,2023-06-30
PLN,4.064,0.246,2023-06-30
PEN,3.627,0.276,2023-06-30
EUR,0.917,1.091,2023-07-01
GBP,0.788,1.268,2023-07-01
INR,82.064,0.012,2023-07-01
AUD,1.501,0.666,2023-07-01
CAD,1.324,0.755,2023-07-01
SGD,1.352,0.739,2023-07-01
CHF,0.896,1.117,2023-07-01
CNY,7.252,0.138,2023-07-01
NZD,1.629,0.614,2023-07-01
HKD,7.836,0.128,2023-07-01
MXN,17.119,0.058,2023-07-01
PHP,55.277,0.018,2023-07-01
PLN,4.063,0.246,2023-07-01
PEN,3.611,0.277,2023-07-01
EUR,0.917,1.09,2023-07-02
GBP,0.787,1.27,2023-07-02
INR,82.06,0.012,2023-07-02
AUD,1.5,0.666,2023-07-02
CAD,1.324,0.755,2023-07-02
SGD,1.352,0.739,2023-07-02
CHF,0.895,1.118,2023-07-02
CNY,7.251,0.138,2023-07-02
NZD,1.631,0.613,2023-07-02
HKD,7.836,0.128,2023-07-02
MXN,17.117,0.058,2023-07-02
PHP,55.277,0.018,2023-07-02
PLN,4.063,0.246,2023-07-02
PEN,3.611,0.277,2023-07-02
EUR,0.916,1.092,2023-07-03
GBP,0.788,1.269,2023-07-03
INR,81.932,0.012,2023-07-03
AUD,1.497,0.668,2023-07-03
CAD,1.324,0.755,2023-07-03
SGD,1.35,0.741,2023-07-03
CHF,0.896,1.117,2023-07-03
CNY,7.24,0.138,2023-07-03
NZD,1.625,0.615,2023-07-03
HKD,7.834,0.128,2023-07-03
MXN,17.063,0.059,2023-07-03
PHP,55.229,0.018,2023-07-03
PLN,4.063,0.246,2023-07-03
PEN,3.623,0.276,2023-07-03
EUR,0.917,1.09,2023-07-04
GBP,0.786,1.273,2023-07-04
INR,81.995,0.012,2023-07-04
AUD,1.492,0.67,2023-07-04
CAD,1.321,0.757,2023-07-04
SGD,1.348,0.742,2023-07-04
CHF,0.896,1.116,2023-07-04
CNY,7.214,0.139,2023-07-04
NZD,1.613,0.62,2023-07-04
HKD,7.831,0.128,2023-07-04
MXN,17.021,0.059,2023-07-04
PHP,55.263,0.018,2023-07-04
PLN,4.06,0.246,2023-07-04
PEN,3.63,0.275,2023-07-04
EUR,0.92,1.087,2023-07-05
GBP,0.787,1.271,2023-07-05
INR,82.343,0.012,2023-07-05
AUD,1.501,0.666,2023-07-05
CAD,1.327,0.753,2023-07-05
SGD,1.353,0.739,2023-07-05
CHF,0.898,1.114,2023-07-05
CNY,7.248,0.138,2023-07-05
NZD,1.617,0.618,2023-07-05
HKD,7.822,0.128,2023-07-05
MXN,17.001,0.059,2023-07-05
PHP,55.48,0.018,2023-07-05
PLN,4.105,0.244,2023-07-05
PEN,3.631,0.275,2023-07-05
EUR,0.92,1.087,2023-07-06
GBP,0.786,1.272,2023-07-06
INR,82.795,0.012,2023-07-06
AUD,1.511,0.662,2023-07-06
CAD,1.336,0.749,2023-07-06
SGD,1.355,0.738,2023-07-06
CHF,0.897,1.115,2023-07-06
CNY,7.251,0.138,2023-07-06
NZD,1.626,0.615,2023-07-06
HKD,7.822,0.128,2023-07-06
MXN,17.264,0.058,2023-07-06
PHP,55.649,0.018,2023-07-06
PLN,4.137,0.242,2023-07-06
PEN,3.647,0.274,2023-07-06
EUR,0.912,1.096,2023-07-07
GBP,0.779,1.284,2023-07-07
INR,82.617,0.012,2023-07-07
AUD,1.496,0.668,2023-07-07
CAD,1.329,0.753,2023-07-07
SGD,1.347,0.742,2023-07-07
CHF,0.889,1.125,2023-07-07
CNY,7.221,0.138,2023-07-07
NZD,1.611,0.621,2023-07-07
HKD,7.828,0.128,2023-07-07
MXN,17.111,0.058,2023-07-07
PHP,55.542,0.018,2023-07-07
PLN,4.069,0.246,2023-07-07
PEN,3.639,0.275,2023-07-07
EUR,0.912,1.097,2023-07-08
GBP,0.779,1.284,2023-07-08
INR,82.617,0.012,2023-07-08
AUD,1.495,0.669,2023-07-08
CAD,1.328,0.753,2023-07-08
SGD,1.347,0.742,2023-07-08
CHF,0.889,1.125,2023-07-08
CNY,7.221,0.138,2023-07-08
NZD,1.61,0.621,2023-07-08
HKD,7.827,0.128,2023-07-08
MXN,17.143,0.058,2023-07-08
PHP,55.528,0.018,2023-07-08
PLN,4.058,0.246,2023-07-08
PEN,3.629,0.276,2023-07-08
EUR,0.913,1.095,2023-07-09
GBP,0.779,1.284,2023-07-09
INR,82.604,0.012,2023-07-09
AUD,1.495,0.669,2023-07-09
CAD,1.327,0.753,2023-07-09
SGD,1.347,0.743,2023-07-09
CHF,0.889,1.125,2023-07-09
CNY,7.221,0.138,2023-07-09
NZD,1.61,0.621,2023-07-09
HKD,7.827,0.128,2023-07-09
MXN,17.144,0.058,2023-07-09
PHP,55.531,0.018,2023-07-09
PLN,4.062,0.246,2023-07-09
PEN,3.629,0.276,2023-07-09
EUR,0.91,1.099,2023-07-10
GBP,0.779,1.284,2023-07-10
INR,82.589,0.012,2023-07-10
AUD,1.499,0.667,2023-07-10
CAD,1.328,0.753,2023-07-10
SGD,1.346,0.743,2023-07-10
CHF,0.887,1.128,2023-07-10
CNY,7.229,0.138,2023-07-10
NZD,1.611,0.621,2023-07-10
HKD,7.828,0.128,2023-07-10
MXN,17.055,0.059,2023-07-10
PHP,55.566,0.018,2023-07-10
PLN,4.046,0.247,2023-07-10
PEN,3.642,0.275,2023-07-10
EUR,0.91,1.099,2023-07-11
GBP,0.775,1.29,2023-07-11
INR,82.394,0.012,2023-07-11
AUD,1.501,0.666,2023-07-11
CAD,1.325,0.755,2023-07-11
SGD,1.342,0.745,2023-07-11
CHF,0.881,1.135,2023-07-11
CNY,7.209,0.139,2023-07-11
NZD,1.618,0.618,2023-07-11
HKD,7.828,0.128,2023-07-11
MXN,17.091,0.059,2023-07-11
PHP,55.261,0.018,2023-07-11
PLN,4.043,0.247,2023-07-11
